EA,EM,NE,NO,NT,NW,SC,SE,SO,SW,WM,WN,WS
2774.501953,3560.638503,2333.752932,2018.250241,3464.562931,4953.058674,3180.55767,3725.765877,2285.982588,1745.482849,3025.005936,403.6764057,1836.006111
2727.947592,3690.10758,2357.482002,2012.924917,3373.196774,4895.949543,3054.913133,3594.86338,2310.011896,1662.022731,3024.103723,385.7466003,1719.486974
2897.627006,3754.825885,2392.020524,1912.54723,3592.209347,4789.9515,2992.233618,3793.265681,2415.758989,1681.979052,2989.674429,384.0601122,1703.767238
2970.7979,3641.33663,2261.735401,1844.591161,3574.360106,4676.835926,2920.565618,3808.337541,2273.184584,1596.92688,2929.73676,357.1088391,1715.49575
3054.654217,3739.234394,2291.068416,1948.66163,3620.17,4734.917572,3106.511122,3774.317671,2347.804112,1623.126831,2980.166485,366.6368704,1910.906859
3711.99886,4818.115512,3054.415483,2620.93493,4168.325148,5790.84288,3887.500572,4633.933807,3028.468533,2167.948887,3726.239169,481.2163423,2285.635036
4877.159651,6532.176923,3786.250595,3331.720343,5285.562981,7401.116566,4769.962835,6079.888624,4380.811753,3440.633452,4990.141692,655.8560461,2914.884078
5330.418556,7009.36506,4093.726191,3494.774586,5880.515425,8109.58252,5238.644329,6906.225754,4838.611803,3963.183709,5460.229616,745.1920759,3200.245606
5410.973515,7066.201948,4214.20682,3634.231042,6143.072569,8289.213916,5392.186763,7025.356844,4796.714316,3960.642675,5517.137537,776.8140587,3244.488395
5064.065046,6521.339439,4300.391955,3337.084908,5945.833089,7735.413998,5089.112192,6528.974514,4412.845077,3537.853887,5182.80462,715.546998,2906.338014
4602.379057,5845.701941,3502.356834,2944.162081,5548.290468,6965.245258,4658.395598,5986.894011,3978.592263,3148.612486,4636.194272,622.9700367,2463.870823
3859.908698,4708.344671,2813.612431,2350.408598,4812.012057,5791.003622,3917.598769,5026.45948,3300.601583,2547.72525,3824.33752,500.2472336,2000.878768
2700.385499,3310.850392,1927.579419,1589.53839,3580.391599,4048.249196,2879.042789,3489.561735,2241.761957,1652.218965,2574.913987,348.5062209,1489.659973
1501.752012,1846.168387,1135.339244,977.2057788,2032.968758,2441.287042,1915.900972,2233.531208,1383.345919,921.4773162,1294.867471,213.2639563,1178.168409
1184.014835,1499.072512,1547.799993,1290.777149,1618.702183,1921.061358,1490.714774,1842.768911,1195.106506,756.6870001,959.005922,261.0958889,1279.913988
1119.823134,2288.591769,1513.24445,1273.484627,1385.226076,2704.479912,1388.264098,1800.292345,1186.216134,734.1763424,1567.496807,256.9789925,1274.327524
1837.311884,2301.690923,1587.871924,1299.838993,1296.475615,2823.791977,1352.787853,1848.683843,1226.505301,731.6623136,1639.932512,284.8572281,1367.64341
1989.361637,2485.629664,1676.202811,1350.567029,1486.365364,3074.403559,2269.953451,1899.897193,1234.727426,1287.0309,1778.888283,311.9962892,1518.26236
2424.562618,3100.53461,2068.900048,1701.274772,1610.699602,3714.373215,1691.26996,2433.479965,1598.905989,921.673053,2146.318231,365.7046721,1835.296715
2298.855347,2968.269409,2001.033246,1655.295253,2806.544011,3398.000204,2323.333442,3957.379282,2518.945582,1576.066048,2140.749182,483.9357759,2059.044237
5062.347381,5932.598733,3443.207411,2744.832791,5692.474635,6236.089882,4184.240522,6693.030052,4777.567044,3262.243366,4564.702149,517.6559338,2904.38747
5803.409395,7003.477055,4068.817182,3306.73678,6479.14773,7447.47713,4955.838984,7426.294975,5377.392491,3845.376847,5431.751512,665.2494889,3369.460401
4874.527734,6033.810533,3518.400255,2942.062455,5583.834612,6625.105375,4413.667807,6073.317737,4415.616259,3108.364897,4709.249139,603.9456476,3122.399298
3881.274242,5273.015838,2930.50812,2555.024044,4504.509459,5720.57703,3746.367986,4889.668534,3447.885474,2374.702931,3978.624471,495.454801,2877.296291
3411.499552,4167.749106,2657.919915,2242.662347,4096.112844,5201.533197,3352.23448,4262.348953,2985.785713,2071.309162,3638.720792,447.2513805,2780.595478
3257.068472,4465.005761,2649.803098,2173.534422,3972.690237,5108.401556,3272.750508,4023.123183,2783.688451,2022.031822,3626.814343,428.853207,2672.020729
3420.75651,4524.286918,2655.596732,2170.282561,4062.808114,5224.873463,3357.895125,4162.147076,2972.182256,2128.146392,3698.928035,448.2514246,2622.184515
3471.489286,4591.372415,2625.534532,2133.026264,4114.420777,5314.534246,3331.548836,4246.530043,2986.349268,2172.755181,3692.950696,445.3269404,2617.934155
3533.269285,4721.467859,2673.873225,2171.696415,4152.852804,5356.386933,3366.130567,4516.249562,3103.041245,2238.597963,3718.803852,422.0904199,2681.760193
4226.300939,5633.099676,3320.058465,2713.9626,4740.218797,6245.555269,3880.435826,5182.725741,3696.74593,2703.899181,4317.157482,529.6976549,3022.603533
5137.614181,6736.481256,3971.67404,3248.002709,5681.212558,7546.038232,4544.598388,6496.552168,4643.375434,3563.567329,5206.452725,677.9068298,3486.064408
5533.231521,7106.340584,4248.299182,3419.883654,6025.328388,8114.671601,4883.449316,7018.76782,4996.48173,3992.359208,5476.070744,740.0936203,3640.440374
5514.56918,7132.653962,4314.320088,3504.984006,6277.265225,8243.907477,5000.494004,7154.981221,4907.196886,3944.420495,5484.134798,735.7702323,3633.24652
5081.145365,6517.250986,3872.726125,3156.742906,5958.274182,7492.072865,4671.819078,6606.100788,4417.75438,3547.758811,5044.727611,666.8830486,3166.055423
4500.901521,5771.79702,3438.762839,2728.77803,5403.179305,6642.085503,4283.413325,5927.965287,3839.118928,3063.509983,4478.72891,576.3140843,2555.991959
3682.286882,4687.908063,2741.449985,2143.532583,4579.496084,5357.638413,3591.996023,4883.474504,3105.859987,2381.491414,3595.742474,468.2140881,2100.471884
2471.393888,3093.022587,1836.501739,1461.003702,3343.742959,3762.728885,2675.6537,3244.041953,2006.183856,1494.920461,2367.451926,320.7489866,1537.190332
1556.088898,1969.345067,1088.473266,1319.405941,2133.317201,2693.806973,1777.998488,2130.024885,1221.778995,877.1646884,1498.837214,194.2632119,1043.181628
1287.98229,1864.423075,1449.396687,1186.713281,1677.730794,2151.391935,1366.504533,1711.537472,1015.417607,679.1007383,1163.894357,250.1473479,1107.066692
1224.959444,1702.802951,1397.565255,1173.699657,1519.515085,1921.040223,1277.956567,1580.075125,951.4494913,639.8716737,1074.657368,224.9170819,1046.673527
1317.166218,2453.011583,1446.185416,1215.908161,1452.547066,2823.843543,2069.363255,1553.064006,960.5466105,1039.378304,1011.087545,246.3664406,1180.920408
2021.995415,2555.166815,1526.783309,1280.111684,1415.758704,3042.327367,2213.172383,1591.523135,1511.252957,1136.023183,1853.284129,272.6025996,1323.521525
2458.840937,2087.17389,1926.22469,1630.495783,1749.286067,3690.709424,2597.875268,2034.075433,1321.964038,1375.557138,2216.291997,326.3103119,1627.49476
2457.097853,3186.959175,1838.163323,1594.574699,2906.006963,3473.486132,2340.018458,3382.703559,2181.562875,1451.170601,2090.414627,431.2939785,2051.736505
4456.150156,5498.394382,3242.941135,2663.909121,4910.424985,5888.049922,4074.230424,5994.599776,4190.645883,3027.262583,4039.890696,472.6039126,2352.87707
4824.32908,6289.551967,3747.44614,3167.468812,5417.429048,6923.654655,4894.422759,6304.771604,4547.697518,3514.987084,4704.885724,606.8243666,2686.91543
3874.191706,5319.300138,3231.849657,2813.968683,4518.454609,6086.672927,4432.922894,5187.163064,3672.743855,2913.564675,3983.913642,533.9987138,2567.206159
